APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,domain,domain_label,topic,topic_label,subtopic,subtopic_label,umap_x,umap_y
7796953,ANP Receptor: Molecular approach of signaling mechanisms,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2009.0,372500.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,166,Genetics & Biotechno > Genetic... > Genetics,-4.8276553,4.7948666
8711652,CSHL Course on Advanced Sequencing Technologies & Applications,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,2013.0,13214.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,20,Clinical Research &  > Clinica... > Clinical Research,-11.633353,3.901196
7937832,Validating the NIH Toolbox in the Acute Neurorehabilitation Setting,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2010.0,243452.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,39,Clinical Research &  > Clinica... > Clinical Research,-7.952795,1.7027715
8850797,Tissue regulation of T cell function,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2015.0,1643007.0,7,Infectious Disease & Immunology,37,Infectious Disease & Immunology > Clinical Research,146,Genetics & Biotechno > Genetic... > Genetics,-6.7173114,4.128052
6520235,MINORITY BIOMEDICAL RESEARCH SUPPORT-SCORE PROGRAM,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2002.0,540942.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-10.401903,3.20354
9112853,Optimal Strategies for HIV Treatment and Prevention in Sub-Saharan Africa,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2016.0,598511.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,33,Clinical Research &  > Clinica... > Clinical Research,-8.648882,2.1132154
6655579,PROSPECTIVE STUDY OF ALASKA NATIVES &AMERICAN INDIANS,NATIONAL CANCER INSTITUTE,2003.0,1455291.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,35,Clinical Research &  > Clinica... > Clinical Research,-8.538835,1.3218945
8780647,Molecular & Cellular Mechanisms in Transfusion Medicine,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2015.0,2105928.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,11,Clinical Research &  > Clinica... > Clinical Research,-10.401468,4.4383645
10686801,Investigating the role of KAT6A in MLL-rearranged acute myeloid leukemia,NATIONAL CANCER INSTITUTE,2023.0,365525.0,7,Infectious Disease & Immunology,39,Infectious Disease & Immunology > Dental/Oral and Craniofacial Dis...,153,Genetics & Biotechno > Genetic... > Genetics,-4.879558,3.8369806
6786082,Quantitative Methods for Behavioral Research,NATIONAL INSTITUTE OF MENTAL HEALTH,2004.0,209750.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,45,Clinical Research &  > Clinica... > Clinical Research,-9.361565,3.2406535
10676771,Epigenetic Determinants Influencing Development and Evolution of Chronic Post-surgical Pain in Children Undergoing Musculoskeletal Surgery.,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2023.0,653767.0,6,Molecular Biology & Genomics,36,Molecular Biology & Genomics > Regenerative Medicine,142,Genetics & Neuroscie > Neurosc... > Clinical Research,-7.103911,2.849836
8133677,Training Program in Translational Radiation Oncology,NATIONAL CANCER INSTITUTE,2011.0,201521.0,1,Clinical Trials & Prevention,6,Clinical Trials & Prevention > Clinical Trials and Supportive A...,21,Clinical Research &  > Clinica... > Mental Health,-11.486489,3.6952648
6172986,REGULATED APOPTOSIS IN THE TREATMENT OF PROSTATE CANCER,NATIONAL CANCER INSTITUTE,2000.0,282291.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,56,Genetics & Neuroscie > Biotech... > Bioengineering,-7.403805,5.35047
9840945,Multi-mechanistic protection of mitochondria following traumatic brain injury,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2020.0,50520.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,54,Genetics & Neuroscie > Biotech... > Biotechnology,-4.9777365,6.740438
6514334,CELL DEATH IN PLASMA CELLS AND TUMORIGENESIS,NATIONAL CANCER INSTITUTE,2002.0,4785.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,119,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.7242284,4.496735
8824960,Adolescent sleep delay: circadian regulation and phase shifting with light,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2015.0,417622.0,5,Neuroscience & Behavior,30,Neuroscience & Behavior > Serious Mental Illness,118,Neurosciences & Beha > Clinica... > Clinical Research,-7.321723,1.403079
9513975,Vaccine and Treatment Evaluation Units ,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2017.0,5590.0,1,Clinical Trials & Prevention,1,Clinical Trials & Prevention > Influenza,4,Clinical Research &  > Infecti... > Infectious Diseases,-10.220912,4.7784157
9680336,Development of an Oral WNT inhibitor,NATIONAL CANCER INSTITUTE,2018.0,299999.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,61,Genetics & Neuroscie > Genetic... > Genetics,-5.11068,7.486158
9058514,Role of specific cortico-basal ganglia pathways in animal models of addiction,NATIONAL INSTITUTE ON DRUG ABUSE,2016.0,476003.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-6.2507553,1.5938977
10481764,Care Assistant for Family Caregivers of Persons with Dementia During Out of the Home Activities,NATIONAL INSTITUTE ON AGING,2022.0,731897.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,225,Bioengineering & Bio > Bioengi... > Bioengineering,-8.673048,3.749014
6771518,Calcium Handling in Cardiac Pathophysiology,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2004.0,370375.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.3859386,6.244083
7282007,CD8+ T cells Control Autoimmunity in EAE,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2007.0,390828.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,128,Genetics & Neuroscie > Genetic... > Genetics,-5.296621,5.4857335
7256974,Center on the Economics and Demography of Aging,NATIONAL INSTITUTE ON AGING,2007.0,427236.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-10.989863,4.071986
9548567,Improving the Clinical Effectiveness and Understanding of the Biophysical Basis,NATIONAL CANCER INSTITUTE,2018.0,2002699.0,4,Rare Diseases & Genomics,21,Rare Diseases & Genomics > Networking and Information Techn...,84,Genetics & Neuroscie > Clinica... > Clinical Research,-7.6989393,3.7719264
8096005,2011 Wisconsin Health Literacy Summit,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,2011.0,49981.0,1,Clinical Trials & Prevention,2,Clinical Trials & Prevention > Aging,8,Clinical Research &  > Cancer... > Cancer,-10.477543,3.1662605
8110215,Understanding how HIV-1 Vpu and HIV-2 Env stimulate virus release,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2010.0,84457.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,147,Genetics & Biotechno > Genetic... > Genetics,-6.1185637,4.653224
9844006,"Radiation Sterilizable, RFID Tagged Vials for Biomedical Samples","OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",2020.0,999280.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,225,Bioengineering & Bio > Bioengi... > Bioengineering,-8.621434,4.472205
7145926,STATISTICAL METHODOLOGY FOR CANCER CLINICAL TRIALS,NATIONAL CANCER INSTITUTE,2004.0,23200.0,10,Bioengineering & Technology,57,Bioengineering & Technology > Networking and Information Techn...,216,Bioengineering & Bio > Bioengi... > Clinical Research,-8.370557,2.7372274
7970034,Immunohistochemistry Core Laboratory,NATIONAL CANCER INSTITUTE,2009.0,1310784.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,11,Clinical Research &  > Clinica... > Clinical Research,-10.382022,4.47686
6770752,Chromatin based gene regulation in T lymphocytes,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2004.0,133000.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,58,Genetics & Neuroscie > Genetic... > Genetics,-4.6730347,6.439686
9175975,Using DNA methylation markers to improve the predictive accuracy and utility of needle biopsiesfor determining prostate cancer aggressiveness,NATIONAL CANCER INSTITUTE,2016.0,215325.0,6,Molecular Biology & Genomics,32,Molecular Biology & Genomics > Heart Disease,124,Genetics & Neuroscie > Genetic... > Genetics,-6.271302,3.0536036
9903276,Epigenetic regulation of Wilson Disease,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2020.0,353250.0,6,Molecular Biology & Genomics,34,Molecular Biology & Genomics > Immunization,131,Genetics & Neuroscie > Clinica... > Genetics,-6.5927553,2.6937158
10579495,Experimental and Computational Assessment of the Role of NOX4 in Mitochondrial Dysfunction Associated with ARDS,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2023.0,445673.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.530623,6.1817217
9961340,Mechanisms of Purkinje Cell Encoding of Limb Kinematics in Skilled Reach,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2020.0,34300.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,72,Genetics & Neuroscie > Neurosc... > Neurosciences,-5.9756403,1.9157506
6944227,Modulation of SNS Sodium Channel by Phosphorylation,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2005.0,371592.0,6,Molecular Biology & Genomics,35,Molecular Biology & Genomics > Bioengineering,138,Genetics & Neuroscie > Bioengi... > Bioengineering,-6.6082234,4.7855096
7231018,Relationship between diet and sex of offspring,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2007.0,250889.0,7,Infectious Disease & Immunology,41,Infectious Disease & Immunology > Cancer,162,Genetics & Biotechno > Genetic... > Genetics,-5.766,4.3775
9699502,Mapping the structural basis for mechanistic diversity in metalloenzyme superfamilies,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2019.0,385964.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,195,Genetics & Neuroscie > Genetic... > Biotechnology,-7.4956174,6.21946
10134368,A Molecular Genetic Analysis of Root Morphogenesis,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2021.0,304143.0,4,Rare Diseases & Genomics,22,Rare Diseases & Genomics > Nutrition,85,Genetics & Neuroscie > Genetic... > Genetics,-5.49383,6.4755354
6905619,Identifying Low-Risk Patients with Pulmonary Embolism,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2005.0,148500.0,2,Behavioral & Social Science,11,Behavioral & Social Science > Social Determinants of Health,41,Clinical Research &  > Behavio... > Clinical Research,-8.490294,1.0893996
10007424,Epidemiology and Natural History of Cancer-Associated Viruses,NATIONAL CANCER INSTITUTE,2019.0,532148.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,92,Genetics & Neuroscie > Clinica... > Clinical Research,-8.314686,3.05643
10220502,MACS/WIHS -CCS,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2020.0,25171.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,11,Clinical Research &  > Clinica... > Clinical Research,-10.729662,4.0200934
8667493,Translational Study of Cardiac Dysfunction,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2014.0,377300.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,194,Genetics & Neuroscie > Genetic... > Neurosciences,-6.1465793,6.972229
6908902,Mapping the Binding Surfaces of Ras and Related GTPases,NATIONAL CANCER INSTITUTE,2005.0,203273.0,7,Infectious Disease & Immunology,40,Infectious Disease & Immunology > Bioengineering,157,Genetics & Biotechno > Bioengi... > Infectious Diseases,-6.4621124,5.3604193
6178687,DISCOVERY &CHARACTERIZATION OF PKD PROTEIN INTERACTIONS,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2000.0,844396.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,60,Genetics & Neuroscie > Genetic... > Genetics,-4.9454494,6.783007
6646547,Breast and Cervical Cancer Screening in Korean-Americans,NATIONAL INSTITUTE OF NURSING RESEARCH,2004.0,87286.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,35,Clinical Research &  > Clinica... > Clinical Research,-8.943883,1.0700263
9495747,Prenatal stress and antidepressants effects on offspring brain development,NATIONAL INSTITUTE OF MENTAL HEALTH,2018.0,416721.0,6,Molecular Biology & Genomics,35,Molecular Biology & Genomics > Bioengineering,138,Genetics & Neuroscie > Bioengi... > Bioengineering,-6.018723,2.5725627
9729015,Host management of the mitochondrial genome,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2019.0,422033.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,63,Genetics & Neuroscie > Genetic... > Genetics,-5.129977,6.392475
8524375,PrePARApro: Training for Bilingual Latino Paraprofessionals.,NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,2013.0,149972.0,3,Genetics & Biotechnology,13,Genetics & Biotechnology > Health Services,51,Genetics & Neuroscie > Clinica... > Behavioral and Social Science,-11.351433,3.839129
9977422,Predicting Urinary Continence Status with Sacral Neuromodulation and Botulinum Toxin Treatments,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2020.0,22825.0,6,Molecular Biology & Genomics,35,Molecular Biology & Genomics > Bioengineering,135,Genetics & Neuroscie > Bioengi... > Clinical Research,-7.8996563,2.9490178
6351433,KTC: AN ACCURATE METHOD FOR TRANSCRIPTOME ANALYSIS,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,2001.0,350762.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,223,Bioengineering & Bio > Bioengi... > Bioengineering,-7.804902,4.7800026
8868157,Reciprocal Genetic-Environmental Interactions During Childhood and Adolescence,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2015.0,768730.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,38,Clinical Research &  > Clinica... > Clinical Research,-7.4077725,1.2042835
6689969,GLUTATHIONE S TRANSFERASES--SUBSTRATE AND SUBUNIT SITES,NATIONAL CANCER INSTITUTE,2004.0,171022.0,7,Infectious Disease & Immunology,40,Infectious Disease & Immunology > Bioengineering,158,Genetics & Biotechno > Bioengi... > Genetics,-6.017332,5.2603097
9703526,Data-driven models of hematological cell fate decision and differentiation,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2018.0,74339.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,195,Genetics & Neuroscie > Genetic... > Biotechnology,-7.3912416,6.0246763
6540573,COHERENCE AND SPECTROSCOPY STUDIES FOR BIOMED IMAGING,NATIONAL CENTER FOR RESEARCH RESOURCES,2002.0,44212.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,223,Bioengineering & Bio > Bioengi... > Bioengineering,-7.81692,4.448829
8049915,The biological and behavioral bases of decision-making in medical professionals,NATIONAL INSTITUTE ON AGING,2010.0,1799.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,48,Clinical Research &  > Clinica... > Clinical Research,-6.825619,1.8604738
7561687,Apoptosis and Liver Fibrogenesis,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2009.0,124549.0,9,Cancer Biology & Oncology,50,Cancer Biology & Oncology > Substance Abuse,190,Genetics & Neuroscie > Neurosc... > Neurosciences,-5.6900153,6.6752086
7234829,fMRI Imaging of Alcohol-Intoxicated Driving,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2007.0,229447.0,5,Neuroscience & Behavior,29,Neuroscience & Behavior > Mind and Body,111,Neurosciences & Beha > Clinica... > Neurosciences,-6.655639,2.0199087
10128190,HSET as a racial disparity biomarker for TNBC patients,NATIONAL CANCER INSTITUTE,2021.0,604281.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,40,Clinical Research &  > Clinica... > Clinical Research,-7.716759,2.5793402
10522265,"Understanding the Importance of Industry Relationships for Cancer Care Quality, Outcomes, and Costs",NATIONAL CANCER INSTITUTE,2022.0,427793.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,38,Clinical Research &  > Clinica... > Clinical Research,-8.406036,1.1775765
6889906,CD8+ HELPER-INDEPENDENT T CELLS IN TUMOR THERAPY,NATIONAL CANCER INSTITUTE,2005.0,309825.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,165,Genetics & Biotechno > Genetic... > Genetics,-5.257086,4.450064
9505900,Computer Simulations of Protein Structure and Dynamics,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2018.0,334776.0,9,Cancer Biology & Oncology,54,Cancer Biology & Oncology > Human Genome,206,Genetics & Neuroscie > Genetic... > Genetics,-5.6109853,6.4989004
7369726,The Role of Regulation of FOXO3a in Tumor Suppression,NATIONAL CANCER INSTITUTE,2008.0,234227.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,130,Genetics & Neuroscie > Genetic... > Genetics,-4.55956,4.306403
7894557,Determinants of Venous Thromboembolism in Older People,NATIONAL INSTITUTE ON AGING,2010.0,220041.0,10,Bioengineering & Technology,56,Bioengineering & Technology > Mental Health,214,Bioengineering & Bio > Clinica... > Clinical Research,-8.106712,1.9992443
9827243,Native cell specific microenvironments for improved cell culture,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2019.0,54875.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,54,Genetics & Neuroscie > Biotech... > Biotechnology,-7.8179293,4.2383637
9304635,IGF::OT::IGF  LTRC CLINICAL CENTER - TASK ORDER 001; SUBJECT CHARACTERIZATION AND TISSUE PROCUREMENT,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2016.0,244185.0,2,Behavioral & Social Science,7,Behavioral & Social Science > Rare Diseases,27,Clinical Research &  > Clinica... > Clinical Research,-9.541614,3.7168527
9920116,Identifying Methamphetamine Risk Variants by Extreme Phenotype Exome Sequencing,NATIONAL INSTITUTE ON DRUG ABUSE,2020.0,700159.0,10,Bioengineering & Technology,56,Bioengineering & Technology > Mental Health,213,Bioengineering & Bio > Clinica... > Genetics,-8.040569,2.5931864
7212166,Molecular Basis of Tooth Eruption,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2007.0,278765.0,7,Infectious Disease & Immunology,41,Infectious Disease & Immunology > Cancer,160,Genetics & Biotechno > Genetic... > Genetics,-5.2898235,4.4029994
6176505,STEROID 5 ALPHA REDUCTASE--STRUCTURE/FUNCTION,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2000.0,263250.0,7,Infectious Disease & Immunology,41,Infectious Disease & Immunology > Cancer,159,Genetics & Biotechno > Genetic... > Infectious Diseases,-5.3027205,6.7959113
7259526,Electrical Control of Insulin Secretion,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2007.0,317072.0,8,Clinical & Translational Research,45,Clinical & Translational Research > Genetics,171,Clinical Research &  > Genetic... > Genetics,-12.169698,7.3819203
6486184,Extended Cardiac Preservation,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2002.0,164852.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,226,Bioengineering & Bio > Bioengi... > Bioengineering,-8.60275,4.461172
9509003,Enhancing the Efficacy of a Smoking Quit Line in the Military,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2017.0,700408.0,3,Genetics & Biotechnology,13,Genetics & Biotechnology > Health Services,52,Genetics & Neuroscie > Clinica... > Clinical Research,-8.714672,2.43464
10339414,Targeting altered phosphatase-dependent signaling to overcome the inefficacy of targeted therapy in myeloproliferative neoplasms,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2022.0,483261.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,69,Genetics & Neuroscie > Neurosc... > Genetics,-4.2534776,6.6766086
8903695,Wavefront guided customized soft contact lens for highly aberrated eyes,NATIONAL EYE INSTITUTE,2015.0,225010.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,225,Bioengineering & Bio > Bioengi... > Bioengineering,-8.125829,3.9707284
9962724,Michigan Alzheimer's Disease Core Center,NATIONAL INSTITUTE ON AGING,2019.0,390000.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,10,Clinical Research &  > Clinica... > Clinical Research,-10.57187,3.4326591
6486878,Brain Integrity in Children At Risk for Bipolar Disorder,NATIONAL INSTITUTE OF MENTAL HEALTH,2002.0,28029.0,5,Neuroscience & Behavior,26,Neuroscience & Behavior > Eye Disease and Disorders of Vision,100,Neurosciences & Beha > Neurosc... > Clinical Research,-6.9088583,1.8079911
10570226,Modulating ROS by Electromagnetic Fields to Treat Type 2 Diabetes,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2023.0,468507.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,165,Genetics & Biotechno > Genetic... > Genetics,-4.897657,4.8538547
7752822,Bayesian Dynamic Genome Scale Modeling of HDL Cholesterol Transport,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2010.0,50474.0,10,Bioengineering & Technology,57,Bioengineering & Technology > Networking and Information Techn...,216,Bioengineering & Bio > Bioengi... > Clinical Research,-8.253681,2.8267214
6805057,Transcription Factor markers - cellular oxidative stress,NATIONAL INSTITUTE ON AGING,2004.0,250828.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,121,Genetics & Neuroscie > Neurosc... > Genetics,-6.5245843,2.9254005
10866430,Combined Chiropractic Care and Tai Chi for Chronic Non-Specific Neck Pain,NATIONAL CENTER FOR COMPLEMENTARY & INTEGRATIVE HEALTH,2024.0,256210.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,31,Clinical Research &  > Clinica... > Clinical Research,-8.5586605,0.27939305
9908808,Hydraulic Fracturing of Controlled Release Oxidants for Remediation of Low Permeability Zones,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2019.0,124641.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,226,Bioengineering & Bio > Bioengi... > Bioengineering,-8.177783,4.678811
9830701,Development of predictive coding networks for spatial navigation,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2020.0,418750.0,5,Neuroscience & Behavior,26,Neuroscience & Behavior > Eye Disease and Disorders of Vision,102,Neurosciences & Beha > Neurosc... > Neurosciences,-6.3297734,2.0107558
7580935,Risk Reduction for Urban Substance Using MSM,NATIONAL INSTITUTE ON DRUG ABUSE,2009.0,648571.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,48,Clinical Research &  > Clinica... > Clinical Research,-8.816055,1.0270357
7764760,Neurodevelopmental Impact of Congenital Heart Defects in Down Syndrome,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2010.0,128250.0,1,Clinical Trials & Prevention,4,Clinical Trials & Prevention > Brain Disorders,14,Clinical Research &  > Clinica... > Clinical Research,-10.246327,3.762408
8336985,"Plan for Cardiovascular Research Training in Advanced Biostatistics, Aging, and H",FOGARTY INTERNATIONAL CENTER,2012.0,29160.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,10,Clinical Research &  > Clinica... > Clinical Research,-10.881174,3.716812
6639768,REGULATION OF INTERFERON ACTIVITY BY SHP-1 IN THE CNS,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2003.0,190000.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,119,Genetics & Neuroscie > Neurosc... > Neurosciences,-5.2596374,4.3469095
9276131,Increasing Uptake of Evidence Based Screening Services though a CHW-led multi-modality program: The South Florida Center for Reducing Health Disparities,NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,2017.0,487186.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,32,Clinical Research &  > Clinica... > Clinical Research,-8.774487,0.6617787
10159890,Interleukin-1 and Steroid Signaling Drive Toxoplasma-induced Prostatic Hyperplasia,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2021.0,507239.0,6,Molecular Biology & Genomics,32,Molecular Biology & Genomics > Heart Disease,123,Genetics & Neuroscie > Genetic... > Genetics,-5.9474335,3.1972106
9132869,The impact of seasonality and vector control on the population structure of Plasmodium falciparum,FOGARTY INTERNATIONAL CENTER,2016.0,449416.0,6,Molecular Biology & Genomics,34,Molecular Biology & Genomics > Immunization,134,Genetics & Neuroscie > Clinica... > Infectious Diseases,-7.3575897,3.005352
9623550,HIV Prevention and Care,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2018.0,94832.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,33,Clinical Research &  > Clinica... > Clinical Research,-8.975422,1.1125499
10815541,Early Identification of Childhood Cancer Survivors at High Risk for Late Onset Cardiomyopathy: An Artificial Intelligence Approach utilizing Electrocardiography,NATIONAL CANCER INSTITUTE,2024.0,536471.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,46,Clinical Research &  > Clinica... > Clinical Research,-7.006322,2.622574
9901471,Integrative Molecular Epidemiology of Neurocognitive Outcomes in Acute Lymphoblastic Leukemia,NATIONAL CANCER INSTITUTE,2020.0,151903.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,92,Genetics & Neuroscie > Clinica... > Clinical Research,-7.8444853,2.2581508
8307368,Predicting Reading Success Using a Multimodal Neuroimaging Approach,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2012.0,124883.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,37,Clinical Research &  > Clinica... > Clinical Research,-7.5636234,1.7634677
9461433,Data-Driven Identification of the Acute Respiratory Distress Syndrome,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2018.0,172087.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,10,Clinical Research &  > Clinica... > Clinical Research,-8.377318,2.3531828
