APPLICATION_ID,CORE_PROJECT_NUM,topic,topic_label,IC_NAME,FISCAL_YEAR
2745555,R01HD026339,26,Genetics | Biotechnology | Neurosciences,HD,2000
6725011,K08CA098394,61,Genetics | Cancer | Rare Diseases,CA,2004
6725047,R01HL072814,5,Clinical Research | Behavioral and Social Science | Prevention,HL,2004
6725062,R37NS037760,92,Neurosciences | Behavioral and Social Science | Brain Disorders,NS,2004
6725196,R01GM059870,99,Genetics | Neurosciences | Cancer,GM,2004
6725236,R33EB001543,86,Bioengineering | Clinical Research | Cancer,EB,2004
6725345,R01HL070039,67,Clinical Research | Prevention | Neurosciences,HL,2004
6725378,R01HL022418,40,Genetics | Biotechnology | Clinical Research,HL,2004
6725393,R01DK036182,64,Genetics | Infectious Diseases | Biotechnology,DK,2004
6725430,R01NS041317,49,Genetics | Neurosciences | Cancer,NS,2004
6725509,R01AI050794,11,Neurosciences | Genetics | Brain Disorders,AI,2004
6725516,P01HD039878,47,Clinical Research | Genetics | Biotechnology,HD,2004
6725749,R01DK067836,11,Neurosciences | Genetics | Brain Disorders,DK,2004
6725798,R01EY014105,86,Bioengineering | Clinical Research | Cancer,EY,2004
6725929,R01EY014558,37,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,EY,2004
6726007,R01MH056072,93,Clinical Research | Behavioral and Social Science | Prevention,MH,2004
6726020,R01NS035979,54,Genetics | Biotechnology | Infectious Diseases,NS,2004
6726055,R01NS044701,11,Neurosciences | Genetics | Brain Disorders,NS,2004
6726094,R01HL058760,73,Neurosciences | Brain Disorders | Behavioral and Social Science,HL,2004
6726119,R01NR008125,93,Clinical Research | Behavioral and Social Science | Prevention,NR,2004
6726178,P01CA030206,47,Clinical Research | Genetics | Biotechnology,CA,2004
6726837,R01GM065515,89,Genetics | Infectious Diseases | Biotechnology,GM,2004
6726847,K24NS002253,21,Clinical Research | Prevention | Pediatric,NS,2004
6726890,R01AR043814,45,Genetics | Clinical Research | Human Genome,AR,2004
6726892,R01ES007747,17,Neurosciences | Genetics | Brain Disorders,ES,2004
6726904,R01HL067402,64,Genetics | Infectious Diseases | Biotechnology,HL,2004
6726921,R01HL065507,35,Genetics | Neurosciences | Cardiovascular,HL,2004
6726936,R01DK063657,80,Genetics | Neurosciences | Clinical Research,DK,2004
6726992,R01DK066604,73,Neurosciences | Brain Disorders | Behavioral and Social Science,DK,2004
6727116,R01NS044173,35,Genetics | Neurosciences | Cardiovascular,NS,2004
6727145,K05AA014715,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,AA,2004
6727427,R01DC000153,25,Clinical Research | Behavioral and Social Science | Neurosciences,DC,2004
6727428,P01DE010976,97,Bioengineering | Biotechnology | Cancer,DE,2004
6727457,R03DC006168,92,Neurosciences | Behavioral and Social Science | Brain Disorders,DC,2004
6727481,R01NS026001,54,Genetics | Biotechnology | Infectious Diseases,NS,2004
6727522,R01HD039272,54,Genetics | Biotechnology | Infectious Diseases,HD,2004
6727580,R01MH051187,38,Clinical Research | Behavioral and Social Science | Pediatric,MH,2004
6727609,R01DA003502,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,DA,2004
6727626,R01DA009113,80,Genetics | Neurosciences | Clinical Research,DA,2004
6727643,R01DK048549,89,Genetics | Infectious Diseases | Biotechnology,DK,2004
6727656,K23DA016138,13,Clinical Research | Behavioral and Social Science | Prevention,DA,2004
6727669,K02HL004332,27,Neurosciences | Genetics | Clinical Research,HL,2004
6727673,R01GM065184,58,Genetics | Neurosciences | Biotechnology,GM,2004
6727861,R01NS045883,35,Genetics | Neurosciences | Cardiovascular,NS,2004
6727905,R01HD043240,40,Genetics | Biotechnology | Clinical Research,HD,2004
6727966,R21AA013984,35,Genetics | Neurosciences | Cardiovascular,AA,2004
6728006,R01HL045136,49,Genetics | Neurosciences | Cancer,HL,2004
6728039,R01HG001363,36,Bioengineering | Genetics | Human Genome,HG,2004
6728266,R03DK064170,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,DK,2004
6728298,R01DK056283,7,Genetics | Cancer | Infectious Diseases,DK,2004
6728716,R01CA108415,70,Genetics | Cancer | Biotechnology,CA,2004
6728839,R01DA016323,91,Clinical Research | Behavioral and Social Science | Neurosciences,DA,2004
6728926,R01EY009076,18,Bioengineering | Clinical Research | Neurosciences,EY,2004
6729038,R01GM061927,27,Neurosciences | Genetics | Clinical Research,GM,2004
6729095,P01HL058000,61,Genetics | Cancer | Rare Diseases,HL,2004
6729134,R01DC004846,92,Neurosciences | Behavioral and Social Science | Brain Disorders,DC,2004
6729197,K08AI001835,73,Neurosciences | Brain Disorders | Behavioral and Social Science,AI,2004
6729457,R01AI041761,49,Genetics | Neurosciences | Cancer,AI,2004
6729485,R01AI040588,70,Genetics | Cancer | Biotechnology,AI,2004
6729742,U10HD045993,21,Clinical Research | Prevention | Pediatric,HD,2004
6729868,R01EY006769,11,Neurosciences | Genetics | Brain Disorders,EY,2004
6729871,R01EY011288,61,Genetics | Cancer | Rare Diseases,EY,2004
6729881,R01GM047356,17,Neurosciences | Genetics | Brain Disorders,GM,2004
6729885,R01MH064776,38,Clinical Research | Behavioral and Social Science | Pediatric,MH,2004
6729897,R01DA012414,59,Clinical Research | Behavioral and Social Science | Prevention,DA,2004
6729922,R01HD039293,49,Genetics | Neurosciences | Cancer,HD,2004
6729946,R01AR042334,16,Genetics | Neurosciences | Cancer,AR,2004
6730191,R01NR008425,38,Clinical Research | Behavioral and Social Science | Pediatric,NR,2004
6730300,R01AI054580,20,Genetics | Biotechnology | Neurosciences,AI,2004
6730338,R01HL073315,18,Bioengineering | Clinical Research | Neurosciences,HL,2004
6730339,R01HL073098,5,Clinical Research | Behavioral and Social Science | Prevention,HL,2004
6730480,P01DE013499,47,Clinical Research | Genetics | Biotechnology,DE,2004
6730481,R21AA013576,25,Clinical Research | Behavioral and Social Science | Neurosciences,AA,2004
6730543,R37GM029207,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6730560,K24DK002856,31,Clinical Research | Prevention | Clinical Trials and Supportive Activities,DK,2004
6730603,K08CA090662,35,Genetics | Neurosciences | Cardiovascular,CA,2004
6730642,K23HL070823,45,Genetics | Clinical Research | Human Genome,HL,2004
6730651,R01CA098681,66,Clinical Research | Behavioral and Social Science | Health Services,CA,2004
6730766,R01GM037188,17,Neurosciences | Genetics | Brain Disorders,GM,2004
6730921,,8,Biotechnology | Cancer | Bioengineering,RR,2004
6730965,,8,Biotechnology | Cancer | Bioengineering,RR,2004
6731124,R01HL064136,16,Genetics | Neurosciences | Cancer,HL,2004
6731145,R01DA015175,29,Genetics | Infectious Diseases | Bioengineering,DA,2004
6731153,R01AI046682,64,Genetics | Infectious Diseases | Biotechnology,AI,2004
6731201,K01DK061361,9,Genetics | Biotechnology | Cancer,DK,2004
6731345,S10RR019144,96,Biotechnology | Bioengineering | Genetics,RR,2004
6731363,R01HD026841,58,Genetics | Neurosciences | Biotechnology,HD,2004
6731637,R01DE015171,66,Clinical Research | Behavioral and Social Science | Health Services,DE,2004
6731691,R01HL061638,27,Neurosciences | Genetics | Clinical Research,HL,2004
6731821,R01CA079864,57,Genetics | Biotechnology | Neurosciences,CA,2004
6731883,R01NS046049,25,Clinical Research | Behavioral and Social Science | Neurosciences,NS,2004
6731936,R01NS046032,27,Neurosciences | Genetics | Clinical Research,NS,2004
6732020,R01AR026846,64,Genetics | Infectious Diseases | Biotechnology,AR,2004
6732029,R01CA021776,84,Genetics | Infectious Diseases | Cancer,CA,2004
6732045,R01CA090633,87,Genetics | Neurosciences | Biotechnology,CA,2004
6732050,R01DK058312,70,Genetics | Cancer | Biotechnology,DK,2004
6732078,R03LM007332,18,Bioengineering | Clinical Research | Neurosciences,LM,2004
6732095,R01CA043059,49,Genetics | Neurosciences | Cancer,CA,2004
6732414,R01AA013738,35,Genetics | Neurosciences | Cardiovascular,AA,2004
6732603,U01AT001156,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,AT,2004
6732697,K01AR002177,19,Clinical Research | Prevention | Behavioral and Social Science,AR,2004
6732703,R01HL067229,21,Clinical Research | Prevention | Pediatric,HL,2004
6732792,R01DE015720,17,Neurosciences | Genetics | Brain Disorders,DE,2004
6733100,R03HD044022,27,Neurosciences | Genetics | Clinical Research,HD,2004
6733125,R13DK066661,41,Genetics | Biotechnology | Infectious Diseases,DK,2004
6733188,R01DK054709,22,Clinical Research | Genetics | Prevention,DK,2004
6733211,R01HL064140,81,Genetics | Cancer | Infectious Diseases,HL,2004
6733505,R01HD038060,16,Genetics | Neurosciences | Cancer,HD,2004
6733518,R01AG017587,5,Clinical Research | Behavioral and Social Science | Prevention,AG,2004
6733529,R01LM007273,36,Bioengineering | Genetics | Human Genome,LM,2004
6733533,R01AI024912,62,Infectious Diseases | Biotechnology | Prevention,AI,2004
6733538,R01AG014748,92,Neurosciences | Behavioral and Social Science | Brain Disorders,AG,2004
6733548,K07AT000972,34,Clinical Research | Behavioral and Social Science | Neurosciences,AT,2004
6733568,R01GM046441,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6733609,R01HL065301,84,Genetics | Infectious Diseases | Cancer,HL,2004
6733800,S10RR017795,8,Biotechnology | Cancer | Bioengineering,RR,2004
6733858,R01MH053608,70,Genetics | Cancer | Biotechnology,MH,2004
6733865,,86,Bioengineering | Clinical Research | Cancer,RR,2004
6733866,R01HL055630,35,Genetics | Neurosciences | Cardiovascular,HL,2004
6734173,R03DC005708,37,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,DC,2004
6734194,R01GM032528,89,Genetics | Infectious Diseases | Biotechnology,GM,2004
6734227,U01ES011047,9,Genetics | Biotechnology | Cancer,ES,2004
6734639,P01NS045242,9,Genetics | Biotechnology | Cancer,NS,2004
6734647,R01HL064771,27,Neurosciences | Genetics | Clinical Research,HL,2004
6734661,K01HL003141,39,Clinical Research | Neurosciences | Prevention,HL,2004
6734669,P30EY013080,8,Biotechnology | Cancer | Bioengineering,EY,2004
6734744,U01HD040464,47,Clinical Research | Genetics | Biotechnology,HD,2004
6734916,U01CA084239,87,Genetics | Neurosciences | Biotechnology,CA,2004
6735221,R43NR007915,86,Bioengineering | Clinical Research | Cancer,NR,2004
6735545,R21NS045765,87,Genetics | Neurosciences | Biotechnology,NS,2004
6735651,K24MH065416,47,Clinical Research | Genetics | Biotechnology,MH,2004
6735652,R01GM064640,88,Clinical Research | Prevention | Genetics,GM,2004
6735673,R01GM043889,20,Genetics | Biotechnology | Neurosciences,GM,2004
6735699,K08HD040251,16,Genetics | Neurosciences | Cancer,HD,2004
6735700,R01HD027691,40,Genetics | Biotechnology | Clinical Research,HD,2004
6735716,R01CA096882,78,Neurosciences | Genetics | Brain Disorders,CA,2004
6735760,R44HL071288,71,Biotechnology | Infectious Diseases | Prevention,HL,2004
6735776,R43HL075876,87,Genetics | Neurosciences | Biotechnology,HL,2004
6735856,R43AI055227,98,Genetics | Neurosciences** | Clinical Research,AI,2004
6735938,,60,Cancer | Infectious Diseases | Biotechnology,RR,2004
6736241,R01EY001711,37,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,EY,2004
6736293,R37DA006214,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,DA,2004
6736302,R01DK049703,26,Genetics | Biotechnology | Neurosciences,DK,2004
6736365,R01DK057667,35,Genetics | Neurosciences | Cardiovascular,DK,2004
6736419,R43AI058329,11,Neurosciences | Genetics | Brain Disorders,AI,2004
6736593,R43GM068139,98,Genetics | Neurosciences** | Clinical Research,GM,2004
6736701,R41AI052579,1,Biotechnology | Cancer | Infectious Diseases,AI,2004
6736705,R43GM070051,83,Bioengineering | Biotechnology | Cancer,GM,2004
6736820,R01CA100850,98,Genetics | Neurosciences** | Clinical Research,CA,2004
6736832,P30MH052247,93,Clinical Research | Behavioral and Social Science | Prevention,MH,2004
6736855,R01CA100845,81,Genetics | Cancer | Infectious Diseases,CA,2004
6736872,R01MH054652,40,Genetics | Biotechnology | Clinical Research,MH,2004
6736892,R01GM055360,20,Genetics | Biotechnology | Neurosciences,GM,2004
6736908,R03DA014622,50,Behavioral and Social Science | Clinical Research | Pediatric,DA,2004
6736919,K24EB002637,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,EB,2004
6736973,R01HL070125,27,Neurosciences | Genetics | Clinical Research,HL,2004
6737066,R44ES011214,86,Bioengineering | Clinical Research | Cancer,ES,2004
6737460,R01AG019803,25,Clinical Research | Behavioral and Social Science | Neurosciences,AG,2004
6737482,T35HL007832,33,Clinical Research | Neurosciences | Cancer,HL,2004
6737505,R01EB002765,18,Bioengineering | Clinical Research | Neurosciences,EB,2004
6737523,R01AA011330,45,Genetics | Clinical Research | Human Genome,AA,2004
6737526,R01AA013191,11,Neurosciences | Genetics | Brain Disorders,AA,2004
6737559,R01HD039795,27,Neurosciences | Genetics | Clinical Research,HD,2004
6737566,R01MH042228,92,Neurosciences | Behavioral and Social Science | Brain Disorders,MH,2004
6737642,F31NS047777,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,NS,2004
6737693,F32HL075995,11,Neurosciences | Genetics | Brain Disorders,HL,2004
6737727,F32HL076077,54,Genetics | Biotechnology | Infectious Diseases,HL,2004
6738046,T32MH020007,14,Clinical Research | Prevention | Clinical Trials,MH,2004
6738123,K23CA088921,76,Clinical Research | Prevention | Genetics,CA,2004
6738155,R01CA047147,22,Clinical Research | Genetics | Prevention,CA,2004
6738158,R01AI050241,64,Genetics | Infectious Diseases | Biotechnology,AI,2004
6738165,K23NS041254,3,Clinical Research | Neurosciences | Behavioral and Social Science,NS,2004
6738302,F32DK064555,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,DK,2004
6738351,R43AI058395,97,Bioengineering | Biotechnology | Cancer,AI,2004
6738483,F32HD043588,66,Clinical Research | Behavioral and Social Science | Health Services,HD,2004
6738485,F32HL073638,98,Genetics | Neurosciences** | Clinical Research,HL,2004
6738552,R01DK017420,29,Genetics | Infectious Diseases | Bioengineering,DK,2004
6738626,R43NS050105,86,Bioengineering | Clinical Research | Cancer,NS,2004
6738949,R01DK060715,49,Genetics | Neurosciences | Cancer,DK,2004
6738977,U01AI042176,21,Clinical Research | Prevention | Pediatric,AI,2004
6738984,R01AR036963,64,Genetics | Infectious Diseases | Biotechnology,AR,2004
6739063,K08AI053662,35,Genetics | Neurosciences | Cardiovascular,AI,2004
6739085,R01GM067814,89,Genetics | Infectious Diseases | Biotechnology,GM,2004
6739208,R43NS047811,71,Biotechnology | Infectious Diseases | Prevention,NS,2004
6739557,R01NS038631,29,Genetics | Infectious Diseases | Bioengineering,NS,2004
6739647,R01MH051509,38,Clinical Research | Behavioral and Social Science | Pediatric,MH,2004
6739673,F32GM068347,41,Genetics | Biotechnology | Infectious Diseases,GM,2004
6739694,R03TW005890,54,Genetics | Biotechnology | Infectious Diseases,TW,2004
6739700,R01AI047291,11,Neurosciences | Genetics | Brain Disorders,AI,2004
6739768,R43AI058439,71,Biotechnology | Infectious Diseases | Prevention,AI,2004
6739867,R01HD046171,91,Clinical Research | Behavioral and Social Science | Neurosciences,HD,2004
6740017,,77,Clinical Research | Behavioral and Social Science | Prevention,RR,2004
6740146,R01CA095127,75,Genetics | Neurosciences | Clinical Research,CA,2004
6740154,K01HD042281,46,Clinical Research | Prevention | Neurosciences,HD,2004
6740222,F32GM068342,69,Genetics | Human Genome | Biotechnology,GM,2004
6740257,R25GM061151,19,Clinical Research | Prevention | Behavioral and Social Science,GM,2004
6740431,R44DA013557,90,Clinical Research | Behavioral and Social Science | Prevention,DA,2004
6740543,R44HL070344,76,Clinical Research | Prevention | Genetics,HL,2004
6740596,F32GM068339,35,Genetics | Neurosciences | Cardiovascular,GM,2004
6740773,R01NS040777,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,NS,2004
6740793,R01HL064770,11,Neurosciences | Genetics | Brain Disorders,HL,2004
6740807,R01AI050718,62,Infectious Diseases | Biotechnology | Prevention,AI,2004
6740814,R01GM042432,84,Genetics | Infectious Diseases | Cancer,GM,2004
6740827,R01DK037922,35,Genetics | Neurosciences | Cardiovascular,DK,2004
6740880,U10HD027856,31,Clinical Research | Prevention | Clinical Trials and Supportive Activities,HD,2004
6740892,R01GM059078,83,Bioengineering | Biotechnology | Cancer,GM,2004
6741244,R03DE015722,6,Genetics | Cancer | Neurosciences,DE,2004
6741263,F32GM070123,98,Genetics | Neurosciences** | Clinical Research,GM,2004
6741465,R01MH064019,28,Clinical Research | Prevention | Genetics,MH,2004
6741497,K02DA015642,34,Clinical Research | Behavioral and Social Science | Neurosciences,DA,2004
6741504,R01AI047798,64,Genetics | Infectious Diseases | Biotechnology,AI,2004
6741667,R44HD041853,86,Bioengineering | Clinical Research | Cancer,HD,2004
6741845,R01CA078648,61,Genetics | Cancer | Rare Diseases,CA,2004
6741880,R01EY009514,64,Genetics | Infectious Diseases | Biotechnology,EY,2004
6741901,F32EY014790,20,Genetics | Biotechnology | Neurosciences,EY,2004
6741910,R01GM048807,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6741913,R01GM049857,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6742316,R41CA106107,71,Biotechnology | Infectious Diseases | Prevention,CA,2004
6742430,F32HL073661,92,Neurosciences | Behavioral and Social Science | Brain Disorders,HL,2004
6742434,P50AG005133,8,Biotechnology | Cancer | Bioengineering,AG,2004
6742452,R01AG012364,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,AG,2004
6742473,K23AT000055,90,Clinical Research | Behavioral and Social Science | Prevention,AT,2004
6742513,R01AI050739,99,Genetics | Neurosciences | Cancer,AI,2004
6742538,R01GM028550,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6742815,R43HL074654,86,Bioengineering | Clinical Research | Cancer,HL,2004
6743112,F30NS046135,56,Genetics | Bioengineering | Biotechnology,NS,2004
6743125,R25GM056902,63,Clinical Research | Behavioral and Social Science | Prevention,GM,2004
6743135,R01TW005604,66,Clinical Research | Behavioral and Social Science | Health Services,TW,2004
6743179,R01AG018903,25,Clinical Research | Behavioral and Social Science | Neurosciences,AG,2004
6743238,U01DK061730,15,Clinical Research | Clinical Trials | Prevention,DK,2004
6743650,R01AI049057,35,Genetics | Neurosciences | Cardiovascular,AI,2004
6743683,R01GM046700,64,Genetics | Infectious Diseases | Biotechnology,GM,2004
6743717,T32AG000253,82,Clinical Research | Neurosciences | Cancer,AG,2004
6743744,R01GM065956,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6743746,R01GM066834,64,Genetics | Infectious Diseases | Biotechnology,GM,2004
6743967,T32AG000275,82,Clinical Research | Neurosciences | Cancer,AG,2004
6743987,T32AG020501,3,Clinical Research | Neurosciences | Behavioral and Social Science,AG,2004
6744003,R01NS038698,65,Genetics | Biotechnology | Neurosciences,NS,2004
6744096,R01DK056903,35,Genetics | Neurosciences | Cardiovascular,DK,2004
6744123,R01DK060720,41,Genetics | Biotechnology | Infectious Diseases,DK,2004
6744124,R01NR007905,59,Clinical Research | Behavioral and Social Science | Prevention,NR,2004
6744152,R01AI051929,40,Genetics | Biotechnology | Clinical Research,AI,2004
6744185,R01GM067947,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6744414,R01GM067228,54,Genetics | Biotechnology | Infectious Diseases,GM,2004
6744743,R01EY014689,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,EY,2004
6744759,R01EY000484,40,Genetics | Biotechnology | Clinical Research,EY,2004
6744799,R01NS036810,73,Neurosciences | Brain Disorders | Behavioral and Social Science,NS,2004
6744807,T32MH020010,82,Clinical Research | Neurosciences | Cancer,MH,2004
6744832,K01MH065423,59,Clinical Research | Behavioral and Social Science | Prevention,MH,2004
6745071,R01AA010522,67,Clinical Research | Prevention | Neurosciences,AA,2004
6745102,R01HD038378,25,Clinical Research | Behavioral and Social Science | Neurosciences,HD,2004
6745126,F32AG022297,98,Genetics | Neurosciences** | Clinical Research,AG,2004
6745137,R01HD038979,74,Clinical Research | Prevention | Behavioral and Social Science,HD,2004
6745138,R01AG017104,67,Clinical Research | Prevention | Neurosciences,AG,2004
6745175,R21ES012298,11,Neurosciences | Genetics | Brain Disorders,ES,2004
6745187,R01CA096636,35,Genetics | Neurosciences | Cardiovascular,CA,2004
6745557,R01MH057019,89,Genetics | Infectious Diseases | Biotechnology,MH,2004
6745570,R21AA013813,13,Clinical Research | Behavioral and Social Science | Prevention,AA,2004
6745629,R01CA069008,54,Genetics | Biotechnology | Infectious Diseases,CA,2004
6745688,R01AI043222,65,Genetics | Biotechnology | Neurosciences,AI,2004
6745723,R01EY015651,59,Clinical Research | Behavioral and Social Science | Prevention,EY,2004
6745782,R01DK066999,27,Neurosciences | Genetics | Clinical Research,DK,2004
6745934,K12HD000850,33,Clinical Research | Neurosciences | Cancer,HD,2004
6745969,F32CA101507,54,Genetics | Biotechnology | Infectious Diseases,CA,2004
6745986,R01HL057263,87,Genetics | Neurosciences | Biotechnology,HL,2004
6746035,R25GM056930,77,Clinical Research | Behavioral and Social Science | Prevention,GM,2004
6746555,R01AI058810,62,Infectious Diseases | Biotechnology | Prevention,AI,2004
6746563,R01AI045463,83,Bioengineering | Biotechnology | Cancer,AI,2004
6746591,R01AI058894,62,Infectious Diseases | Biotechnology | Prevention,AI,2004
6746844,U01AI042178,85,Clinical Research | Prevention | Behavioral and Social Science,AI,2004
6746870,R01AI049524,40,Genetics | Biotechnology | Clinical Research,AI,2004
6746919,R01HL072691,84,Genetics | Infectious Diseases | Cancer,HL,2004
6747144,R01MH053834,90,Clinical Research | Behavioral and Social Science | Prevention,MH,2004
6747351,U01CA086050,63,Clinical Research | Behavioral and Social Science | Prevention,CA,2004
6747366,,32,Clinical Research | Prevention | Cancer,RR,2004
6747380,K01DK061349,87,Genetics | Neurosciences | Biotechnology,DK,2004
6747381,R01AI047891,6,Genetics | Cancer | Neurosciences,AI,2004
6747568,K08HL069922,17,Neurosciences | Genetics | Brain Disorders,HL,2004
6747618,R01NS046510,58,Genetics | Neurosciences | Biotechnology,NS,2004
6747619,U01MH062624,94,Clinical Research | Prevention | Clinical Trials and Supportive Activities,MH,2004
6747632,R01NS041489,58,Genetics | Neurosciences | Biotechnology,NS,2004
6747710,R01AI050055,58,Genetics | Neurosciences | Biotechnology,AI,2004
6747805,T32HL072754,47,Clinical Research | Genetics | Biotechnology,HL,2004
6747869,T32AG021794,77,Clinical Research | Behavioral and Social Science | Prevention,AG,2004
6748040,T32HD007065,24,Clinical Research | Cancer | Neurosciences,HD,2004
6748060,R01AI021451,29,Genetics | Infectious Diseases | Bioengineering,AI,2004
6748071,R01AI041236,49,Genetics | Neurosciences | Cancer,AI,2004
6748097,R01HD034089,40,Genetics | Biotechnology | Clinical Research,HD,2004
6748102,P01HL062984,40,Genetics | Biotechnology | Clinical Research,HL,2004
6748138,R01AG020572,27,Neurosciences | Genetics | Clinical Research,AG,2004
6748353,T32GM067545,77,Clinical Research | Behavioral and Social Science | Prevention,GM,2004
6748405,R01CA096824,40,Genetics | Biotechnology | Clinical Research,CA,2004
6748430,R01HL039150,17,Neurosciences | Genetics | Brain Disorders,HL,2004
6748446,K08HL070088,35,Genetics | Neurosciences | Cardiovascular,HL,2004
6748510,R01HL072722,4,Neurosciences | Behavioral and Social Science | Basic Behavioral and Social Science,HL,2004
6748525,R01NS041562,40,Genetics | Biotechnology | Clinical Research,NS,2004
6748968,R01ES010386,40,Genetics | Biotechnology | Clinical Research,ES,2004
6748987,P01AI050496,47,Clinical Research | Genetics | Biotechnology,AI,2004
6749027,R01HL061284,78,Neurosciences | Genetics | Brain Disorders,HL,2004
6749039,R01HL073196,67,Clinical Research | Prevention | Neurosciences,HL,2004
6749056,R01GM043854,60,Cancer | Infectious Diseases | Biotechnology,GM,2004
6749061,R01GM061002,60,Cancer | Infectious Diseases | Biotechnology,GM,2004
6749311,T32CA009206,33,Clinical Research | Neurosciences | Cancer,CA,2004
6749432,R01NS046400,40,Genetics | Biotechnology | Clinical Research,NS,2004
6749454,R01AI052007,62,Infectious Diseases | Biotechnology | Prevention,AI,2004
6749478,R01AR049718,40,Genetics | Biotechnology | Clinical Research,AR,2004
6749482,R01AR031737,84,Genetics | Infectious Diseases | Cancer,AR,2004
6749495,R44EB000828,56,Genetics | Bioengineering | Biotechnology,EB,2004
6749502,R01CA042593,86,Bioengineering | Clinical Research | Cancer,CA,2004
6749526,R01NS026945,40,Genetics | Biotechnology | Clinical Research,NS,2004
6749974,T32HL076133,3,Clinical Research | Neurosciences | Behavioral and Social Science,HL,2004
6750039,K01MH001881,63,Clinical Research | Behavioral and Social Science | Prevention,MH,2004
6750045,K08HL070116,47,Clinical Research | Genetics | Biotechnology,HL,2004
6750051,F31MH068149,91,Clinical Research | Behavioral and Social Science | Neurosciences,MH,2004
6750068,R01EB000419,18,Bioengineering | Clinical Research | Neurosciences,EB,2004
6750093,T32HL007183,33,Clinical Research | Neurosciences | Cancer,HL,2004
6750112,R01HL066158,73,Neurosciences | Brain Disorders | Behavioral and Social Science,HL,2004
6750644,R01NS035467,27,Neurosciences | Genetics | Clinical Research,NS,2004
6750648,T15HD007306,14,Clinical Research | Prevention | Clinical Trials,HD,2004
6750681,R01AG021188,23,Behavioral and Social Science | Neurosciences | Clinical Research,AG,2004
6750689,U10CA084131,76,Clinical Research | Prevention | Genetics,CA,2004
6750771,K01HL067708,80,Genetics | Neurosciences | Clinical Research,HL,2004
6751180,T32HL067702,82,Clinical Research | Neurosciences | Cancer,HL,2004
6751192,K08HL070941,82,Clinical Research | Neurosciences | Cancer,HL,2004
6751209,P01HD039691,51,Genetics | Biotechnology | Human Genome,HD,2004
6751217,R01AI049358,35,Genetics | Neurosciences | Cardiovascular,AI,2004
6751307,R01DA003272,66,Clinical Research | Behavioral and Social Science | Health Services,DA,2004
6751510,R01MH057153,36,Bioengineering | Genetics | Human Genome,MH,2004
6751520,R01EY013533,97,Bioengineering | Biotechnology | Cancer,EY,2004
6751564,R37NS026295,70,Genetics | Cancer | Biotechnology,NS,2004
6751568,T32MH013043,33,Clinical Research | Neurosciences | Cancer,MH,2004
6751590,R01DK044838,58,Genetics | Neurosciences | Biotechnology,DK,2004
6751604,R01NS040574,16,Genetics | Neurosciences | Cancer,NS,2004
6751610,T32RR017505,77,Clinical Research | Behavioral and Social Science | Prevention,RR,2004
6751636,R25GM058904,63,Clinical Research | Behavioral and Social Science | Prevention,GM,2004
6751637,R01GM034883,35,Genetics | Neurosciences | Cardiovascular,GM,2004
6751722,R01AI051220,79,Genetics | Biotechnology | Neurosciences,AI,2004
6751789,T32GM008523,14,Clinical Research | Prevention | Clinical Trials,GM,2004
6751798,R21AT002077,39,Clinical Research | Neurosciences | Prevention,AT,2004
6751824,R21AI058962,62,Infectious Diseases | Biotechnology | Prevention,AI,2004
6751865,R01GM026226,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6751897,R01EY014043,84,Genetics | Infectious Diseases | Cancer,EY,2004
6752055,R21AI054141,79,Genetics | Biotechnology | Neurosciences,AI,2004
6752109,R01CA101227,75,Genetics | Neurosciences | Clinical Research,CA,2004
6752381,R01AA011647,59,Clinical Research | Behavioral and Social Science | Prevention,AA,2004
6752423,R01AI038282,29,Genetics | Infectious Diseases | Bioengineering,AI,2004
6752538,R01GM056149,29,Genetics | Infectious Diseases | Bioengineering,GM,2004
6752616,R15CA106291,58,Genetics | Neurosciences | Biotechnology,CA,2004
6752764,K08DK002934,49,Genetics | Neurosciences | Cancer,DK,2004
6752844,R01MH054137,89,Genetics | Infectious Diseases | Biotechnology,MH,2004
6752853,K01HL073249,28,Clinical Research | Prevention | Genetics,HL,2004
6752888,R01AR048287,99,Genetics | Neurosciences | Cancer,AR,2004
